Captions,Label
"['big', 'shout', 'squipusa', 'sending', 'expanders', 'personally', 'love', 'sleep', 'helps', 'get', 'air', 'sleep', 'cant', 'wait', 'mans', 'try']",Not Scam
"['get', 'shein', 'gift', 'card', 'limited', 'time', 'offer']",Not Scam
"['congratulations', 'lucky', 'winners', 'merchandise', 'white', 'olive', 'tree']",Not Scam
"['giveaway', 'alert', 'thank', 'give', 'back', 'incredible', 'community', 'giveaway', 'one', 'upcycled', 'leather', 'posca', 'purses', 'enter', 'giveaway', 'must', 'like', 'post', 'following', 'account', 'tag', 'someone', 'art', 'lover', 'one', 'additional', 'vote', 'tag', 'two', 'people', 'giveaway', 'exclusive', 'us', 'domestic', 'shipping', 'drawing', 'winner', 'friday', 'march', 'th', 'love', 'yall', 'good', 'luck', 'giveaway', 'artgiveaway', 'artaccount', 'artistsoninstagram', 'posca', 'upcycling', 'artpage', 'colorful', 'womanownedbusiness', 'paychedelicart', 'poscaart', 'poscapens', 'leather', 'thrifting', 'sweepstakes', 'artcommunity']",Scam
"['free', 'ebook', 'giveaway', 'nosferatu', 'vampire', 'horror', 'adventure', 'mashup', 'dracula', 'apes', 'book', 'one', 'urn', 'available', 'favorite', 'online', 'bookstore', 'strings', 'attached', 'direct', 'download', 'gwellstaylor', 'click', 'link', 'bio']",Scam
['announcement'],Not Scam
"['nosso', 'primeiro', 'giveaway']",Scam
"['flash', 'giveaway']",Scam
"['chocolate', 'favors']",Not Scam
"['celebrating', 'new', 'instagram', 'money', 'tree', 'giveaway', 'bring', 'good', 'luck', 'greenery', 'homeheres', 'enter']",Scam
"['blue', 'print', 'cut', 'maxi']",Not Scam
"['led', 'night', 'light', 'plug']",Not Scam
"['customized', 'shorts', 'customised', 'clothing', 'products', 'available', 'offer', 'high', 'quality', 'customised', 'street', 'wear', 'customised', 'sports', 'wears', 'customised', 'sports', 'uniforms', 'clothing', 'brands', 'thinking', 'startup', 'clothing', 'brand', 'provide', 'cut', 'sew', 'services', 'available', 'best', 'prices']",Not Scam
"['trouser', 'fashion', 'trousers', 'tshirt', 'tracksuit', 'hoodies', 'style', 'tracksuits', 'usa', 'shirt', 'sportswear', 'clothing', 'pants', 'hoodie', 'tshirts', 'pant', 'jacket', 'apparel', 'uk', 'dress', 'instagram', 'trouserstyles', 'pakistan', 'jeans', 'gymwear', 'ootd', 'onlineshopping', 'activewear', 'shorts', 'streetwear']",Not Scam
"['happy', 'wednesday', 'toyoftheday', 'today', 'mattel', 'masters', 'universe', 'x', 'mutant', 'slime', 'pit', 'mutant', 'warrior', 'playset']",Not Scam
"['denim', 'timeless', 'love', 'thats', 'especially', 'true', 'skyler', 'risen', 'flare', 'pants', 'available', 'sizes', 'xl']",Not Scam
"['newest', 'design', 'enhance', 'home', 'office', 'decor', 'beautiful']",Not Scam
"['fashion', 'fits', 'lifestyle', 'pieces', 'built', 'move', 'intentionbecause', 'wardrobe', 'reflect']",Not Scam
"['poof', 'knew', 'superpowers', 'came', 'form', 'unexpected', 'air', 'embrace', 'inner', 'superhero', 'awkward', 'moments', 'queefing', 'superpower', 'shirt', 'hilarious', 'slightly', 'inappropriate', 'tee', 'perfect', 'love', 'shock', 'joke', 'embarrassing', 'moments', 'like', 'queen']",Not Scam
"['choose', 'girl', 'emily', 'face', 'bettermode', 'fashion', 'takes', 'one', 'look', 'eyes', 'see', 'smart', 'confident', 'radiant', 'alluring', 'allyou']",Scam
"['get', 'ready', 'turn', 'heads', 'restocked', 'maxi', 'dress', 'grab', 'beauty', 'add', 'spring', 'wardrobe', 'plus', 'today', 'enjoy', 'free', 'shipping', 'receive', 'free', 'bow', 'sweater', 'use', 'code', 'happyspring', 'checkout']",Scam
"['day', 'life', 'precision', 'every', 'second', 'tells', 'story']",Not Scam
"['bold', 'looks', 'unbeatable', 'prices']",Not Scam
"['swipe', 'colourslive', 'video']",Not Scam
"['cartera', 'bolsotejida', 'al', 'crochet', 'con', 'totora', 'trapillo', 'de', 'tul', 'aprovechla', 'para', 'la', 'playa', 'para', 'matera', 'para', 'lucirte', 'con', 'este', 'hermoso', 'diseo']",Not Scam
"['comes', 'wardrobe', 'essentials', 'trusty', 'white', 'tshirt', 'wrong', 'whether', 'desire', 'slimfit', 'style', 'prefer', 'vintage', 'look', 'rounding', 'bestselling', 'reviewerapproved', 'white', 'tshirts', 'style', 'preference', 'budget']",Not Scam
"['beauties', 'left', 'grab', 'gone']",Not Scam
"['quality', 'every', 'stitch', 'detail', 'every', 'angle']",Not Scam
"['racer', 'back', 'maxi', 'dress']",Not Scam
"['beige', 'halter', 'vest', 'pant', 'set']",Not Scam
"['shop', 'save', 'style']",Not Scam
"['ramzan', 'arrival']",Not Scam
"['patek', 'philippe', 'geneve', 'watch', 'mineral', 'glass', 'high', 'quality', 'chain', 'master', 'power', 'lock', 'anzashoppingstore']",Not Scam
"['new', 'satin', 'pants', 'available', 'caramellefashionleb', 'sml']",Not Scam
"['new', 'arrival', 'ramzan']",Not Scam
"['klasina', 'elegancija', 'u', 'tri', 'nijanse', 'zlatni', 'rozezlatni', 'srebrni', 'prsten', 'sa', 'cirkonima', 'koji', 'nikad', 'ne', 'izlaze', 'iz', 'mode', 'savren', 'dodatak', 'za', 'svaki', 'stil']",Not Scam
"['trending', 'insta', 'meme', 'fashionblogger', 'viral', 'photoshoot', 'explorepage', 'india', 'likes', 'new', 'bhfyp', 'dance', 'tiktok', 'trending', 'reels', 'youtube', 'funnymemes', 'onlineshopping', 'trend', 'comment', 'comedy']",Not Scam
"['ideal', 'gift', 'loved', 'ones']",Not Scam
"['assalam', 'alaikum']",Not Scam
"['beautiful', 'smeg', 'coffee', 'machine']",Not Scam
"['bold', 'breezy', 'beautifully', 'embroidered', 'cuffed', 'jeans', 'musthave', 'spring', 'style']",Not Scam
['theglamempire'],Not Scam
"['ready', 'present', 'lets', 'party', 'sueded', 'tshirt', 'trendy', 'tshirt', 'cute', 'sueded', 'tee']",Not Scam
"['choose', 'collection', 'trendy', 'fall', 'dresses', 'lawn', 'embroidered', 'range', 'waiting', 'grab', 'favorite', 'one']",Scam
"['michael', 'running', 'handcrafted', 'furniture', 'business', 'decade', 'craftsmanship', 'exceptional', 'wordofmouth', 'kept', 'busy', 'enough']",Not Scam
"['shine', 'bright', 'spring', 'diamond', 'pattern', 'bling', 'short', 'little', 'sparkle', 'lot', 'style']",Not Scam
"['wed', 'like', 'extend', 'big', 'thank', 'marisadame', 'walked', 'nuestra', 'cultura', 'gala', 'past', 'weekend', 'absolutely', 'rocked', 'look', 'thank', 'representing', 'bluebird', 'boutique', 'beautiful', 'confident', 'way']",Not Scam
"['cmo', 'lograr', 'que', 'tu', 'marca', 'sea', 'ms', 'humana', 'en', 'un', 'mundo', 'digital']",Not Scam
"['available', 'pop', 'topic', 'shop', 'items', 'also', 'listed', 'website', 'wwwpoptopicshop']",Not Scam
"['collection', 'tarot', 'voyage']",Not Scam
"['buddy', 'came', 'today', 'picked', 'dogtown', 'deck', 'skateshop', 'dogtownskates', 'skateshop', 'skateboardshop', 'mooresville', 'lakenorman', 'northcarolina', 'onlineshopping', 'instoreshopping']",Not Scam
"['elegancija', 'mo', 'u', 'jednom', 'outfitu']",Not Scam
"['magic', 'necklaces']",Not Scam
"['hello', 'welcome', 'sweet', 'picks', 'shop']",Not Scam
"['sweatshirt', 'season']",Not Scam
"['nova', 'kolekcija']",Not Scam
['preorder'],Not Scam
"['hunny', 'im', 'home', 'yarn', 'tshirt']",Not Scam
"['link', 'bio', 'exciting', 'deal', 'awaits', 'get', 'engaging', 'educational', 'learning', 'resources', 'sorting', 'surprise', 'picnic', 'baskets', 'discounted', 'price', 'originally', 'valued', 'ideal', 'keeping', 'youngsters', 'actively', 'learning', 'fun', 'hurry', 'good', 'deals', 'wont', 'last', 'long', 'nkesefdeals', 'learningresources', 'picnicbaskets', 'educationaltoys', 'salealert', 'dealsoftheday', 'onlineshopping', 'discountsales', 'bargainhunt']",Not Scam
['sapuneartizanalesapunnatyralartizanatsapunmequmeshtdhiekujdesiperlekurenvlorealbaniakujdesiperlekurensapunearomatikedhuratatepersonalizuaradhuratatevecantaonlineshoponlinebussinesonlineshopping'],Not Scam
"['prices', 'lucky']",Not Scam
"['swipe', 'colours']",Not Scam
['dg'],Not Scam
"['waiting', 'payday']",Not Scam
"['huge', 'clearance', 'sale']",Scam
"['manufacturers', 'top', 'quality', 'sports', 'wears', 'fashion', 'wears', 'gym', 'wears', 'dancing', 'wears', 'leather', 'wears']",Not Scam
"['elevate', 'campaigns', 'us']",Not Scam
"['red', 'alert', 'dripboxclothing']",Not Scam
['dg'],Not Scam
"['dont', 'talk', 'crewneck', 'sweatshirt']",Not Scam
"['huge', 'arieyl', 'leveled', 'every', 'way', 'simpler', 'checkout', 'apple', 'pay', 'shopify']",Not Scam
['dg'],Not Scam
"['white', 'oud', 'attar', 'rare', 'exquisite', 'fragrance', 'derived', 'precious', 'agarwood', 'known', 'deep', 'woody', 'captivating', 'aroma', 'sets', 'white', 'oud', 'apart', 'lighter', 'refined', 'scent', 'profile', 'making', 'versatile', 'choice', 'men', 'women']",Not Scam
"['whatsapp', 'dm', 'us', 'order']",Scam
['dg'],Not Scam
"['customers', 'order', 'pleaseswipe', 'mulesbaggreen']",Not Scam
"['stay', 'warm', 'stay', 'stylish', 'signature', 'crewnecks', 'salebecause', 'deserve', 'comfort', 'without', 'compromise', 'enjoy', 'code', 'crew']",Not Scam
"['asked', 'listened', 'bringing', 'back', 'inch', 'stainless', 'steel', 'boning', 'knife']",Not Scam
"['selling', 'fast', 'grab', 'gone', 'shopwithnaynay']",Not Scam
"['oh', 'yes']",Not Scam
['dg'],Not Scam
"['los', 'mejores', 'jeans', 'hechos', 'en', 'mxico', 'con', 'la', 'mejor', 'mezclilla', 'luce', 'espectacular', 'cmoda', 'siempre', 'jeans', 'jeanslovers', 'jeansfashion', 'fabricantes', 'moda', 'mayoreo', 'menudeo', 'jeansdama', 'jeansmom', 'jeanscargo', 'jeanswideleg', 'jeansskinny', 'guadalajara', 'enviosnacionales', 'denim', 'denimlovers', 'quality', 'onlineshopping', 'autentica', 'exclusiva', 'diseosexclusivos', 'calidad', 'mezclillapremium', 'mezclillastyle', 'aesthetic', 'trending']",Not Scam
"['cade', 'beautiful', 'upper', 'yakima', 'bow', 'fishing', 'great', 'upper', 'river', 'still', 'good', 'shape', 'check', 'bio', 'recent', 'fishing', 'report']",Not Scam
"['techno', 'trade', 'solutions', 'limited']",Not Scam
"['aldo', 'sifarisimiz', 'ox', 'irin']",Not Scam
"['transition', 'warmer', 'weather', 'adorable', 'romper']",Not Scam
"['tema', 'bob', 'mccune', 'fisicoculturismo', 'clsico']",Not Scam
"['stay', 'tuned']",Not Scam
"['come', 'shop', 'trendy', 'inventory', 'questions', 'please', 'call', 'platoscloset', 'batonrouge', 'shoplocal', 'ootd', 'fashion', 'instastyle', 'onlineshopping', 'shopsmall', 'shopping', 'sale', 'online', 'shop', 'clothes', 'newarrivals', 'gentlyused']",Scam
"['watches', 'watch', 'watchesofinstagram', 'watchcollector', 'watchoftheday', 'watchaddict', 'watchfam', 'watchlover', 'wristwatch', 'rolex', 'fashion', 'instawatch', 'watchgeek', 'horology', 'watchnerd', 'watchphotography', 'timepiece', 'watchmania', 'luxury', 'luxurywatches', 'wristshot', 'dailywatch', 'jamtangan', 'watchcollection', 'seiko', 'luxurywatch', 'wristporn', 'onlineshopping', 'watchuseek', 'style', 'zenith', 'hadleyroma']",Not Scam
"['watches', 'watch', 'watchesofinstagram', 'watchcollector', 'watchoftheday', 'watchaddict', 'watchfam', 'watchlover', 'wristwatch', 'rolex', 'fashion', 'instawatch', 'watchgeek', 'horology', 'watchnerd', 'watchphotography', 'timepiece', 'watchmania', 'luxury', 'luxurywatches', 'wristshot', 'dailywatch', 'jamtangan', 'watchcollection', 'seiko', 'luxurywatch', 'wristporn', 'onlineshopping', 'watchuseek', 'style']",Not Scam
['dg'],Not Scam
"['paisley', 'print']",Not Scam
"['petal', 'parade', 'body', 'mist']",Not Scam
"['ramadan', 'collection']",Not Scam
"['status', 'anxiety']",Not Scam
"['customized', 'sublimation', 'print', 'zipper', 'shrit', 'products']",Not Scam
"['polo', 'tracksuits', 'available']",Not Scam
"['check', 'adorable', 'jayne', 'moore', 'dressed', 'vintagegypsy', 'boutique']",Not Scam
"['main', 'character', 'energy']",Not Scam
"['gramgold', 'onegramjewellery', 'gram', 'onlineshopping', 'shopping', 'onlineshopping', 'victoria', 'victoriajewellery', 'reels', 'trending']",Not Scam
"['guess', 'x', 'northface', 'x', 'nike', 'zions']",Not Scam
"['teddy', 'speendoekjes', 'personaliseer', 'deze', 'leuke', 'doekjes', 'met', 'naam', 'gift', 'idea', 'helemaal', 'leuk', 'om', 'als', 'kraamcadeautje', 'te', 'geven']",Not Scam
"['upcoming', 'launch', 'sunflower', 'khadhi', 'cotton']",Not Scam
"['bape', 'top', 'x', 'bape', 'pants', 'x', 'nike', 'ja', 'morants']",Not Scam
"['limited', 'edition', 'coach', 'bag', 'tags']",Not Scam
"['tomorrows', 'ticket', 'avalible', 'confirmed']",Not Scam
"['summer', 'collection']",Not Scam
"['sipari', 'iin', 'dm', 'den', 'iletiime', 'geebilirsiniz']",Scam
"['product', 'line', 'features', 'enormous', 'array', 'highquality', 'affordable', 'merchandise', 'visit', 'online', 'superstore', 'free', 'shipping', 'usa']",Scam
"['ramadan', 'special']",Not Scam
"['new', 'design', 'called', 'friendship', 'color']",Not Scam
['dg'],Not Scam
"['orly', 'glosser', 'ia', 'high', 'shine', 'top', 'coat', 'gives', 'polish', 'lasting', 'protection', 'gorgeously', 'glossy', 'finish']",Not Scam
['dg'],Not Scam
"['new', 'space', 'taking', 'little', 'longer', 'antcipated', 'decided', 'pop', 'ups', 'wait', 'first', 'one', 'weekend']",Scam
"['beautiful', 'baia', 'rug', 'altro', 'mondo', 'collection', 'named', 'starstudded', 'italian', 'nightclub', 'frequented', 'discoera', 'icons', 'like', 'grace', 'jones', 'amanda', 'lear', 'sensational', 'hide', 'rug', 'features', 'mosaic', 'natural', 'hide', 'tones', 'enhanced', 'splash', 'silver', 'metallic', 'explore', 'full', 'collection', 'website']",Scam
"['cold', 'day', 'years', 'back', 'prime', 'days', 'skwala', 'action', 'midlate', 'march', 'available', 'shoot', 'message', 'get', 'water']",Not Scam
['dg'],Not Scam
"['auction', 'day', 'time', 'almost', 'bid', 'milo', 'baughman', 'flair', 'furniture', 'mcm', 'cutout', 'lounge', 'chairs', 'february', 'th', 'th', 'mcm', 'arts', 'crafts', 'auctionsmclarenauctioncom', 'view', 'entire', 'catalog', 'get', 'registered', 'bid']",Not Scam
"['dm', 'whatsapp', 'us', 'order']",Scam
"['apni', 'marji', 'ka', 'raja']",Not Scam
['inspo'],Not Scam
['kindeymiyaram'],Not Scam
"['wearitwednesday', 'everyone', 'post', 'selfies', 'tag', 'entered', 'win', 'free', 'bling', 'paparazziaccessories', 'paparazzi', 'onlineshopping', 'shop', 'joinme', 'jewelry', 'dollarbling', 'wednesday']",Not Scam
"['yepyeni', 'shopping', 'instashopping', 'onlineshopping', 'fashion', 'style', 'love', 'follow', 'design', 'instagram', 'tasarm', 'moda', 'elii', 'doalta', 'naturalstone', 'gm', 'silver', 'alveri', 'ankara', 'yzk', 'bileklik', 'ahmeran', 'kolye', 'kpe', 'set']",Not Scam
"['atsurotayama', 'floating', 'layer']",Not Scam
"['auction', 'day', 'time', 'almost', 'bid', 'l', 'jg', 'stickley', 'quartersawn', 'oak', 'grandfather', 'clock', 'model', 'february', 'th', 'th', 'mcm', 'arts', 'crafts', 'auctionsmclarenauctioncom', 'view', 'entire', 'catalog', 'get', 'registered', 'bid']",Not Scam
['istiarahmedofficial'],Not Scam
"['dont', 'wan', 'na', 'break', 'bank', 'perfect', 'sneaker', 'babygirl']",Not Scam
"['living', 'life', 'terms']",Not Scam
"['know', 'plans']",Not Scam
"['stripes', 'touch', 'sparkle', 'embellished', 'blouse', 'thats', 'unique']",Not Scam
"['piece', 'white', 'dress', 'little', 'family']",Not Scam
"['cute', 'teddy', 'bears', 'garden', 'flag', 'x', 'doublesided', 'yard', 'flags', 'outside', 'outdoor', 'seasonal', 'decoration']",Not Scam
"['linkinbio', 'shoponline', 'onlineshopping', 'winchester', 'winchesterwildcat', 'wildcat', 'forgedcarbongray', 'bronsonandbronson', 'kingstonontario', 'ontariocanada', 'smallbusiness', 'localbusiness', 'familyownedandoperated', 'canadiansmallbusiness']",Not Scam
"['descubre', 'pacolola', 'una', 'forma', 'joven', 'moderna', 'de', 'disfrutar', 'el', 'vino', 'reconocida', 'en', 'todo', 'el', 'mundo', 'por', 'su', 'imagen', 'sofisticada', 'divertida', 'parte', 'de', 'la', 'nueva', 'generacin', 'de', 'amantes', 'del', 'vino', 'salud']",Not Scam
"['new', 'hobby', 'mio', 'product']",Not Scam
"['know', 'someone', 'named', 'josie', 'would', 'love', 'hat', 'leave', 'emoji', 'comments', 'chance', 'wln']",Not Scam
"['get', 'ready', 'dance', 'like', 'angel', 'saint', 'augustins', 'inspiring', 'words', 'mind', 'whether', 'youre', 'dance', 'pro', 'learning', 'steps', 'show', 'love', 'dancing', 'faith', 'exclusive', 'design', 'shop', 'collection', 'tshirts', 'hoodies', 'mugs', 'genuflect', 'store', 'check', 'profile', 'link', 'shop']",Not Scam
"['poppy', 'pout', 'tinted', 'lip', 'balm', 'let', 'color']",Not Scam
"['home', 'make', 'fivestar']",Not Scam
"['elegancija', 'stil', 'u', 'jednom']",Not Scam
"['auction', 'day', 'time', 'almost', 'bid', 'catalina', 'pottery', 'ivory', 'glaze', 'arts', 'crafts', 'style', 'indian', 'vase', 'february', 'th', 'th', 'mcm', 'arts', 'crafts', 'auctionsmclarenauctioncom', 'view', 'entire', 'catalog', 'get', 'registered', 'bid']",Not Scam
['rupees'],Not Scam
"['engidex', 'scamming', 'crypto', 'users', 'stealing', 'funds', 'refusing', 'withdrawals', 'lost', 'ethereum', 'usdt', 'contact', 'recover', 'money']",Not Scam
"['notzy', 'scamming', 'crypto', 'users', 'stealing', 'funds', 'refusing', 'withdrawals', 'lost', 'ethereum', 'usdt', 'contact', 'recover', 'money']",Not Scam
"['warning', 'kresbit', 'scamming', 'investors']",Not Scam
"['suspicious', 'email', 'potential', 'scam']",Scam
"['hospice', 'scams', 'become']",Not Scam
"['feedash', 'blocking', 'withdrawals', 'stealing', 'funds', 'crypto', 'holders', 'youve', 'lost', 'usdt', 'eth', 'cryptocurrencies', 'reach', 'professional', 'recovery', 'assistance']",Not Scam
"['stay', 'safe']",Not Scam
"['think', 'twice', 'trusting', 'lobitcoin']",Not Scam
"['platform', 'scam', 'youre', 'struggling', 'withdraw', 'cryptocurrencies', 'reach', 'recover', 'funds']",Scam
"['swiftcryptox', 'scam']",Scam
"['scam', 'alert']",Scam
"['engidex', 'scamming', 'crypto', 'users', 'stealing', 'funds', 'refusing', 'withdrawals', 'youve', 'lost', 'ethereum', 'usdt', 'assets', 'dont', 'waitcontact', 'help', 'recovering', 'money']",Not Scam
"['youve', 'misled', 'investing', 'notzy', 'platform', 'im', 'help', 'reach', 'via', 'direct', 'message', 'assistance', 'recovering', 'funds']",Not Scam
"['warning', 'notzy', 'scam']",Scam
"['urgent', 'scam', 'warning']",Scam
"['stay', 'away']",Not Scam
"['youve', 'lost', 'ethereum', 'usdt', 'btc', 'wirbit', 'youre', 'alone', 'theyre', 'blocking', 'withdrawals', 'taking', 'funds', 'reach', 'immediately', 'recover', 'money', 'late']",Not Scam
"['lost', 'cryptocurrency', 'money', 'scam', 'help', 'recovery', 'minutes', 'dm', 'asap']",Scam
"['important', 'notice', 'protect', 'scammers']",Not Scam
"['getting', 'back', 'cryptocurrency', 'fraud', 'cases', 'different', 'ponzi', 'schemes', 'really', 'pain', 'ass', 'many', 'scammers', 'space', 'helping', 'recover']",Not Scam
"['urgent', 'warning']",Not Scam
"['need', 'help', 'recovering', 'funds', 'bpstockpro', 'theyre', 'blocking', 'withdrawals', 'taking', 'crypto', 'message', 'today']",Not Scam
"['dont', 'trust', 'civodex']",Not Scam
"['crypto', 'investors', 'beware']",Not Scam
"['lost', 'ethereum', 'usdt', 'btc', 'wirbit']",Not Scam
"['gatbit', 'scamming', 'crypto', 'investors', 'lost', 'money', 'cant', 'withdraw', 'funds', 'contact', 'recover', 'crypto', 'scam', 'cryptoscam', 'scamalert', 'investmentscam', 'gqfx', 'euronext', 'europeanex', 'btc', 'coinfaxpro', 'fascrypto', 'usdcbtc', 'brckex', 'brcpro', 'ysbit', 'neptunerecovery']",Scam
"['warning', 'syncryptonet', 'scam']",Scam
"['feedash', 'blocking', 'withdrawals', 'stealing', 'funds', 'crypto', 'holders', 'youve', 'lost', 'usdt', 'ethereum', 'cryptocurrencies', 'contact', 'expert', 'recovery', 'assistance']",Not Scam
"['still', 'submit', 'reports', 'consumer', 'financial', 'protection', 'bureau', 'cfpb', 'federal', 'trade', 'commission', 'ftc', 'youre', 'victim', 'fraud', 'think', 'might', 'targeted', 'links', 'instructions', 'wwwlacsnorgfraud', 'agencies', 'well', 'nvattorneygeneral', 'bbbsouthnv']",Not Scam
"['attention', 'service', 'members']",Not Scam
"['feedash', 'blocking', 'withdrawals', 'stealing', 'funds', 'crypto', 'users', 'youve', 'lost', 'usdt', 'ethereum', 'reach', 'professional', 'recovery', 'assistance']",Not Scam
"['scam', 'alert', 'federal', 'jury', 'subpoena', 'calls']",Scam
['warning'],Not Scam
"['funds', 'danger']",Not Scam
"['cyber', 'update']",Not Scam
"['scam', 'alert', 'fake', 'toll', 'notice']",Scam
"['swiftcryptox', 'scamming', 'crypto', 'users', 'stealing', 'funds', 'refusing', 'withdrawals']",Not Scam
"['tell', 'real', 'message', 'phishing', 'scam', 'scammers', 'getting', 'sneakier', 'one', 'wrong', 'tap', 'could', 'cost', 'check', 'tips', 'learn', 'spot', 'avoid', 'dangerous', 'links', 'dont', 'fall', 'tricks']",Scam
"['fraud', 'alert']",Not Scam
"['scam', 'alert', 'feedash']",Scam
"['scam', 'alert', 'series', 'part', 'grandparent', 'scam']",Scam
"['dont', 'fall', 'scam']",Scam
"['avoid', 'axellbit', 'bituzer']",Not Scam
"['hi', 'trouble', 'withdrawing', 'crypto']",Not Scam
"['insta', 'instagram', 'reelpost', 'reelsinstagram', 'reels', 'scams', 'saopaulo', 'scammer', 'scamalert', 'mexico']",Not Scam
"['warning', 'investors']",Not Scam
"['urgent', 'warning', 'bpstockpro', 'scam']",Scam
"['urgent', 'alert', 'bpstockpro', 'scam']",Scam
"['scam', 'alert', 'upflyexcom']",Scam
"['heard', 'grandparent', 'scam', 'despite', 'name', 'deceitful', 'con', 'preys', 'people', 'age', 'pretending', 'child', 'legal', 'representative', 'desperately', 'needs', 'money', 'bail', 'legal', 'fees', 'medical', 'expenses']",Scam
"['warning', 'rouidsanp', 'taireqawe', 'scams', 'dwo', 'fake', 'coin', 'withdrawal', 'option', 'dm', 'help', 'recovering', 'funds', 'cryptoscam', 'scamalert', 'coinmgt', 'veridexprime', 'veridexfinance', 'cryptfinance', 'euronext', 'xrpscam', 'usdcbtc', 'brcpro', 'eurodex', 'cryptorecovery', 'scam']",Scam
"['investors', 'beware']",Not Scam
"['scam', 'alert', 'made', 'aware', 'scam', 'impersonating', 'naskila', 'casino', 'using', 'fraudulent', 'ads', 'top', 'games', 'please', 'download', 'app', 'enter', 'payment', 'information', 'actively', 'working', 'issue']",Scam
"['scam', 'alert', 'protect']",Scam
"['rb', 'tackle', 'disgrace', 'fishing', 'industry', 'owner', 'racist', 'discriminates', 'lifestyles', 'supporting', 'store', 'silly', 'scamming', 'tournaments', 'smart', 'dont', 'say', 'didnt', 'warn', 'margate', 'florida', 'offers', 'another', 'shop', 'welcomed', 'cared', 'check']",Not Scam
"['another', 'thing', 'ive', 'realized', 'people', 'fall', 'scams']",Not Scam
"['click', 'link', 'claim', 'free', 'reward']",Scam
"['congratulations', 'prize']",Scam
"['youve', 'prize']",Scam
"['urgent', 'verify', 'account', 'details']",Scam
"['click', 'claim', 'refund']",Scam
"['package', 'waiting', 'delivery', 'click', 'track']",Scam
"['family', 'member', 'needs', 'help']",Scam
"['limited', 'time', 'offer', 'get', 'deal']",Scam
"['noticed', 'suspicious', 'activity', 'account']",Scam
"['credit', 'card', 'expire']",Scam
"['respond', 'message', 'reactivate', 'account']",Scam
"['click', 'link', 'see', 'private', 'photos']",Scam
"['limited', 'time', 'offer']",Scam
"['click', 'claim', 'free', 'gift']",Scam
"['youve', 'selected', 'special', 'promotion']",Scam
"['make', 'money', 'fast', 'home']",Scam
"['dont', 'miss', 'exclusive', 'deal']",Scam
"['personal', 'information', 'updated', 'asap', 'account', 'terminated']",Scam
